,hscode,volume
244,10063040001,2600
245,10063040001,2600
246,10063099001,1760
247,10063040001,880
248,10064090005,4160
249,10063099012,10400
250,10063040001,1060
251,10063099600,3582
252,10063091001,12800
253,10063099012,22222
254,10063099012,150000
255,10063091001,1950
256,10063040001,22700
257,10063040001,22700
258,10063040001,87500
259,10063030003,3632
260,10063030003,4800
261,10063030003,3272
262,10063040001,11272
263,10063040001,24000
264,10062090613,648
265,10062090607,1296
266,10062010001,648
267,10063040001,8400
268,10063040001,11272
269,10063099001,20866
270,10063040001,60000
271,10063040001,2870
272,10063040001,300
273,10063040001,1124
274,10063099001,1880
275,10063040001,19150
276,10063040001,19150
277,10064090004,26000
278,10063099014,40
279,10063099010,460
280,10063099014,40
281,10063099001,925
282,10063030003,23500
283,10063040001,25000
284,10063040001,48000
285,10063099010,400
286,10063040001,600
287,10063040001,3000
288,10063040001,1000
289,10063040001,2000
290,10063040001,40
291,10063040001,500
292,10063040001,500
293,10063040001,350
294,10063040001,2640
295,10063040001,38136
296,10063040001,4408
297,10063030003,2860
298,10063030003,11441
299,10064090005,15663
300,10064090005,2860
301,10062090619,1471
302,10062090607,735
303,10063040001,4020
304,10063040001,2100
305,10063099001,108000
306,10063099013,1000
307,15119036000,1080
308,15119036000,2460
309,10063099012,2500
310,10051000000,1
311,10063040001,690
312,10063040001,650
313,10063040001,650
314,10063040001,650
315,10063040001,650
316,10063040001,2545
317,10063040001,2545
318,10063040001,2545
319,10063099001,1247
320,10063099001,1247
321,10063099001,1100
322,10063099001,840
323,10063030003,110
324,10062090619,35
325,10063099010,80
326,10063099010,210
327,10063099010,110
328,10063099010,220
329,10063030003,710
330,10063030003,200
331,10063030003,300
332,10063040001,900
333,10063099001,129600
334,10063099001,1710
335,10063099001,2565
336,10063040001,20000
337,10063040001,16000
338,10063040001,40000
339,10063040001,10000
340,10063040001,19882
341,10063040001,2400
342,10063040001,920
343,10063040001,2400
344,10063040001,920
345,10063040001,180
346,10063040001,1800
347,10063040001,2400
348,10063040001,2400
349,10063099001,800
350,10063040001,2400
351,10063040001,100
352,10063040001,324
353,10063040001,4320
354,10063040001,700
355,15119036000,200
356,15119036000,200
357,15119036000,900
358,15119036000,225
359,15119039000,30
360,15119036000,225
361,15119036000,225
362,15119036000,225
363,10063040001,19845
364,10063040001,19845
365,10063040001,960
366,10063099012,4000
367,10063099001,2
368,10063040001,1680
369,10063099001,1400
370,10063040001,1152
371,10063099001,2490
372,10063099001,2075
373,15119039000,50
374,10063040001,2200
375,10063030003,1000
376,10063099010,25000
377,10063099012,107371
378,10063099013,260000
379,10063099012,520000
380,10063099001,58500
381,10063040001,84000
382,10063040001,42000
383,10063040001,38800
384,10063040001,21000
385,10063040001,21000
386,10063040001,10000
387,10063099600,6000
388,10063099600,5000
389,10062090604,7000
390,10062090604,5000
391,10062090604,9000
392,10062090604,21000
393,10063030003,13000
394,10063040001,8000
395,10063099012,1500
396,10063099012,1500
397,10063040001,71500
398,10063040001,755
399,10063099001,755
400,15119039000,1800
401,10063030003,925
402,10064090600,3600
403,10064090600,1200
404,10064090600,12000
405,10063099023,2400
406,10063099023,14900
407,10062090001,600
408,10062090001,600
409,10063099001,4800
410,10063030003,50
411,10063099013,9600
412,10063099013,2400
413,10063099013,19200
414,10063040001,22000
415,10063040001,21362
416,10063040001,1697
417,10063040001,100
418,10063040001,719
419,10063030003,100
420,10063040001,2718
421,10063040001,950
422,10063040001,3350
423,10063030003,100
424,10063040001,1280
425,10063040001,144
426,10063040001,300
427,10063040001,719
428,10063040001,2175
429,10063040001,5520
430,15119036000,12000
431,15119036000,1260
432,15119036000,7200
433,15119036000,10740
434,15119036000,1400
435,15119036000,4500
436,15119036000,6000
437,15119036000,4800
438,15119036000,1480
439,15119036000,6000
440,15119036000,8400
441,15119036000,8580
442,15119036000,7200
443,15119036000,9600
444,10063091001,1
445,10063091001,4
446,10063040001,1
447,10063040001,4
448,10063099001,1
449,10063099001,4
450,10063099010,1
451,10063099010,4
452,10063099012,1
453,10063099012,4
454,10063030003,1
455,10063030003,2
456,10064090005,1
457,10064090005,2
458,10063040001,100
459,10063040001,500
460,10063040001,700
461,10063099014,40
462,10063099014,925
463,10063099014,40
464,10063099001,2775
465,10063099001,925
466,10063099001,2250
467,10063099014,40
468,10063099001,925
469,10063040001,200
470,10063040001,1440
471,10063040001,5670
472,10063040001,15649
473,10063040001,42638
474,10063040001,22980
475,10063040001,23000
476,10063040001,22882
477,10063040001,1200
478,10063040001,1200
479,10063030003,1200
480,10062010001,1200
481,10062090607,1200
482,10063040001,4500
483,10063040001,4500
484,10062090613,1800
485,10063030003,3000
486,10063040001,2000
487,10063099601,5200
488,10063099601,20800
489,10063040001,2
490,10064090005,3
491,10063099010,5
492,10063099010,3
493,10063099012,4
494,10063099012,4
495,10063091001,4
496,10063091003,4
497,10062090001,160
498,10062090612,145
499,10062090001,125
500,10062090612,155
501,10063099600,115
502,10063099600,100
503,10063030003,50
504,10062090001,135
505,10063099012,880
506,10063099012,480
507,10063099012,384
508,10063040001,1000
509,10063040001,2665
510,10063099001,120
511,10063099001,450
512,10063040001,900
513,10063040001,120
514,10063040001,725
515,10063040001,200
516,10063040001,100
517,10063040001,1000
518,10063040001,180
519,10063040001,494
520,10063040001,825
521,10063040001,250
522,10063040001,34219
523,15119036000,2680
524,15119036000,5400
525,15119036000,8400
526,15119036000,6000
527,15119036000,1960
528,15119036000,4800
529,15119036000,7200
530,10063040001,900
531,10063091001,12500
532,10063040001,14528
533,10063040001,6810
534,10063040001,1400
535,10062090612,40
536,10063030003,40
537,10062010001,40
538,10063099003,940
539,10063040001,13620
540,10063040001,7718
541,10063040001,1
542,10063040001,1
543,10062010001,1
544,10062010001,1
545,10063099001,1
546,10063099001,1
547,10063099001,1
548,10063099001,1
549,10063099001,1
550,10063099009,1
551,10063099012,1
552,10063030003,1
553,10063030003,1
554,10064090003,1
555,10064090005,1
556,10062090618,1
557,10062090618,1
558,10062090612,1
559,10062090612,1
560,10063091001,1
561,10063091001,1
562,10063091001,1
563,10063091001,1
564,10062090606,1
565,10062090618,200
566,10062090618,300
567,10063040001,200
568,10063040001,170
569,10064090019,5000
570,10063040001,21000
571,10063040001,5550
572,10063040001,5550
573,10063091003,11010
574,10063099001,20
575,10063099090,1
576,10063099090,1
577,10063099090,1
578,10063099090,1
579,10063099090,1
580,10063099090,1
581,10063099090,1
582,10063099090,1
583,10063099090,1
584,10063099090,1
585,10063099090,1
586,10063099090,1
587,10063099090,1
588,10063099090,1
589,10064090602,3000
590,10063099010,109100
591,15119036000,2800
592,15119036000,4200
593,15119036000,10200
594,15119036000,2920
595,15119036000,6000
596,15119036000,6000
597,10063040001,1840
598,15119036000,1560
599,10063040001,1680
600,10063099001,1400
601,10063040001,1100
602,10063030003,850
603,15119039000,1800
604,10063099012,20800
605,10063040001,3450
606,10063040001,1150
607,10063040001,2350
608,10063040001,500
609,10063099010,400
610,10063030003,100
611,10062010001,100
612,10062090606,50
613,15119039000,1800
614,10063040001,5000
615,10063040001,4000
616,15119020000,20
617,15119020000,5
618,15119020000,21
619,15119020000,70
620,15119020000,7
621,10063040001,1025
622,10063040001,1134
623,10063040001,1025
624,10063040001,880
625,10063040001,100
626,10063040001,200
627,10063040001,120
628,10063040001,120
629,10063040001,650
630,10063040001,400
631,10063030003,100
632,10062010001,100
633,10063040001,670
634,10062090612,100
635,10063040001,720
636,10063040001,330
637,10063040001,80
638,10063040001,110
639,10063040001,100
640,10063040001,100
641,10063030003,100
642,10063040001,70
643,10062090601,120
644,10062090612,100
645,10062090607,100
646,10063040001,587
647,10063091001,1
648,10062090600,500
649,10063099010,1
650,10063091001,1
651,10059010000,170
652,10063099001,660
653,10063040001,160
654,10063040001,80
655,10063040001,872
656,10063040001,2175
657,10063040001,500
658,10063040001,828
659,10063040001,5130
660,10063040001,1550
661,10063099001,150
662,10063040001,2640
663,10063040001,1760
664,10063099001,1760
665,10063099090,1
666,10063099090,1
667,10063099010,63000
668,10063099007,2500
669,10063099007,880
670,10063030003,577
671,10063099001,24000
672,10063099012,26000
673,10063099012,650000
674,10063040001,1720
675,10063040001,1179
676,10064090003,1000
677,10064090005,2000
678,10063040001,2
679,10063040001,2500
680,10063040001,2000
681,10063040001,19777
682,10063040001,19777
683,10063040001,19777
684,10063040001,400
685,10063099003,740
686,10063099003,940
687,10063040001,19295
688,10063040001,19295
689,10063040001,3200
690,10063040001,2500
691,10063040001,3050
692,10063040001,2000
693,10063099012,99943
694,15119049000,320
695,10063040001,5000
696,10063040001,3200
697,10063099012,624000
698,10063099003,820
699,10062090612,440
700,10062010001,280
701,10063040001,21500
702,10063040001,7956
703,10063040001,4540
704,10063040001,6810
705,10063040001,820
706,10062010001,100
707,10063099001,20
708,10063040001,34219
709,10063040001,17670
710,10063040001,57885
711,10063040001,19380
712,10063030003,600
713,10063030003,500
714,10063040001,19295
715,10063040001,24000
716,10063040001,24000
717,10063099012,10400
718,10063040001,1760
719,10063040001,36960
720,10063040001,36960
721,10063099010,14000
722,10063099010,42000
723,10063099010,28000
724,10063099010,14000
725,10063040001,9526
726,10063040001,7173
727,10063040001,7151
728,10063040001,21500
729,10063040001,850
730,10063040001,1800
731,10063040001,64500
732,10063040001,24000
733,10063040001,24000
734,10063040001,24000
735,10063030003,6000
736,10063030003,6000
737,10063030003,7500
738,10062090613,30
739,10062090619,20
740,10064090005,1704
741,10064090005,6134
742,10062010001,5454
743,10063030003,150
744,10063030003,250
745,10063040001,41805
746,10063030003,1000
747,10063099012,2040
748,10063099001,1000
749,10063099600,1340
750,10063099001,1900
751,10063099010,1900
752,10063040001,5400
753,10063040001,8581
754,10063030003,953
755,10063030003,1907
756,10062090607,1471
757,10063040001,42638
758,15119036000,1920
759,10062010500,480
760,10062090612,60
761,10062090504,600
762,10062090631,600
763,10063099001,1760
764,10063099001,525
765,10063099001,1050
766,10063099001,1575
767,10063099001,1050
768,10063099001,1760
769,10064090006,24000
770,10063040001,880
771,10063091001,2000
772,10051000000,3000
773,10063040001,1135
774,10063040001,1090
775,10063030003,953
776,10063030003,6674
777,10064090005,7264
778,10064090005,1907
779,10062090619,735
780,10063040001,2190
781,10063040001,1728
782,10063040001,4320
783,10063040001,1880
784,10063040001,940
785,10063040001,1880
786,10063040001,1460
787,10063040001,1728
788,10064090012,2600
789,10062090612,450
790,10062010001,450
791,10064090005,50
792,10063040001,1590
793,10063040001,300
794,10063030003,100
795,10063030003,50
796,10063030003,200
797,10062010001,100
798,10062090613,100
799,10062090618,50
800,10062010001,50
801,10063040001,300
802,10063040001,605
803,10063040001,500
804,10063099001,19976
805,10063099001,19976
806,10063099001,19976
807,10063040001,4128
808,10063091003,5000
809,10063091003,6250
810,10063099001,19935
811,10063099001,960
812,10063091003,5000
813,10063091003,6250
814,10063099001,440
815,10063099001,440
816,10063099001,880
817,10063040001,650
818,10063040001,50
819,10063040001,280
820,10063040001,700
821,10063099001,19976
822,10063099001,19935
823,10063099001,19935
824,10063099012,23000
825,10063030003,375
826,10063030003,200
827,10063030003,500
828,10063040001,2000
829,10063040001,365
830,10063030003,280
831,10063099001,365
832,10063099012,130000
833,10064090005,450
834,10063040001,550
835,10063040001,2000
836,10063099012,1672
837,10063099010,5000
838,10063091001,5000
839,10063099012,1300
840,10063030003,1700
841,10063030003,1700
842,10064090600,28000
843,10063040001,2752
844,10063099012,1300
845,10063099001,1100
846,15119036000,33120
847,10063099012,1500
848,10063099001,1100
849,10063099001,1100
850,10063040001,1025
851,10063040001,2
852,10063040001,1884
853,10063040001,3768
854,10063030003,942
855,10063030003,1884
856,10063030003,471
857,10063030003,942
858,10063030003,1686
859,10063040001,1800
860,10063040001,900
861,10063040001,900
862,10063099001,16825
863,10063099001,1793
864,10063099001,200
865,10063099001,980
866,10062090618,300
867,10062090618,200
868,10063040001,440
869,15119039000,1800
870,10063040001,2022
871,10063040001,100
872,10063040001,460
873,10063040001,1110
874,10063040001,600
875,10063040001,480
876,10063091003,920
877,10064090003,738
878,10063030003,150
879,10063030003,300
880,10064090005,315
881,10064090005,798
882,10064090003,315
883,10062010001,1184
884,10063040001,1812
885,10063040001,1200
886,10063040001,62928
887,10063030003,100
888,10063030003,150
889,10063030003,50
890,10063030003,30
891,10063099001,3300
892,10063040001,1370
893,10063030003,500
894,10063030003,400
895,10063030003,300
896,10063040001,230
897,10063040001,40
898,10063030003,200
899,10063030003,60
900,10063030003,120
901,10063040001,80
902,10063099001,300
903,10063030003,1075
904,10063040001,18160
905,10063030003,50
906,10063040001,4046
907,10063040001,7348
908,10063040001,6356
909,10063099001,6440
910,10063099001,1840
911,10064090005,1195
912,10063099001,10
913,10063099001,500
914,10063099010,100
915,10063099012,5200
916,10063040001,5
917,10063040001,8
918,10063040001,15
919,10063040001,6
920,10063030003,1
921,10063030003,2
922,10063099012,5
923,10063099012,7
924,10063099012,4
925,10062090619,1
926,10062090619,2
927,10062090610,2
928,10062090610,4
929,10062090616,1
930,10062090616,2
931,10062010001,1
932,10062010001,2
933,10063099001,6
934,10063091002,5
935,10064090005,2
936,10063040001,5492
937,10063040001,1880
938,10063040001,3760
939,10063040001,1880
940,10063040001,860
941,10063040001,5520
942,10063040001,600
943,10063040001,280
944,10064090005,1840
945,10064090005,6240
946,10064090005,2080
947,10062090001,6
948,10063099001,6470
949,10063099001,2880
950,10063040001,1200
951,10063099600,1200
952,10063099090,1
953,10063099090,1
954,10063099090,1
955,10063099090,1
956,10063099090,1
957,10063099090,1
958,10063099090,1
959,10063099090,1
960,10063099090,1
961,10063099090,1
962,10063099090,1
963,10063099090,1
964,10063099090,1
965,10063099090,1
966,10063099090,1
967,10063099090,1
968,10063091001,124000
969,10063091001,25000
970,10063091001,30000
971,10063030003,350
972,10063040001,800
973,10063040001,141
974,15119036000,1260
975,15119036000,3000
976,15119036000,6000
977,15119036000,2680
978,15119036000,5400
979,15119036000,8400
980,15119036000,1180
981,15119036000,2400
982,15119036000,3600
983,10063040001,37000
984,10063040001,4000
985,10063040001,2000
986,10063040001,44000
987,10063040001,22000
988,10063040001,21500
989,10063040001,6204
990,10063040001,200
991,10063040001,230
992,10063040001,200
993,10063040001,880
994,10063040001,19278
995,10063040001,20400
996,10063040001,48000
997,10063040001,5900
998,10063040001,1180
999,10063040001,6080
1000,10063040001,1425
1001,10063040001,5171
1002,10063040001,11181
1003,10063040001,3765
1004,10063040001,3470
1005,10063099001,1950
1006,10063040001,1100
1007,10063040001,1200
1008,10063040001,160
1009,10063040001,300
1010,10063040001,680
1011,10063040001,300
1012,10059090090,50
1013,10063040001,16458
1014,10063040001,16458
1015,10063040001,1800
1016,10062090613,300
1017,10062090613,50
1018,10062010001,170
1019,10062010001,10
1020,10062090604,300
1021,10062090604,50
1022,10062090604,100
1023,10062010001,300
1024,10062010001,20
1025,10062090604,200
1026,10062090604,20
1027,10062010001,10
1028,10062090607,10
1029,10063030003,20
1030,10063099010,3780
1031,10063099010,3420
1032,10063040001,960
1033,10063040001,3600
1034,10063040001,16000
1035,10063040001,27440
1036,10063040001,6900
1037,10063040001,74500
1038,10063040001,14600
1039,10063040001,15900
1040,10063040001,30000
1041,10063040001,2000
1042,10063099010,3240
1043,10063099010,2160
1044,10063040001,420
1045,10063099001,1200
1046,10063099001,1025
1047,10063099001,300
1048,10063040001,600
1049,10063040001,500
1050,10063091001,3000
1051,10063040001,1590
1052,10063040001,150
1053,10063040001,100
1054,10064090005,550
1055,10064090005,300
1056,10064090005,1200
1057,10064090005,1200
1058,10063099001,100
1059,10063040001,19380
1060,10063099001,900
1061,10063040001,4720
1062,10063099010,1800
1063,10063099010,3600
1064,10063099012,1000
1065,10063040001,4250
1066,10063040001,8500
1067,10063099010,1080
1068,10063099010,720
1069,10063040001,1240
1070,10063040001,80
1071,10063040001,100
1072,10063030003,50
1073,10063099010,1440
1074,10063099010,2160
1075,10063040001,24000
1076,10063040001,3520
1077,10063099012,880
1078,10059010000,170
1079,10063040001,14000
1080,10063040001,10000
1081,10063040001,3000
1082,10063040001,12000
1083,10063040001,3000
1084,10063030003,80
1085,10063040001,4880
1086,10063040001,15000
1087,10063040001,20634
1088,10063040001,2700
1089,10063099001,19935
1090,10063040001,20593
1091,10063040001,20593
1092,10063040001,6660
1093,10063099001,58
1094,10063099001,212
1095,10063099012,41600
1096,10063030003,725
1097,10063030003,725
1098,10063040001,46000
1099,10063040001,21500
1100,10063040001,1500
1101,10063040001,8960
1102,10063040001,2825
1103,10063099001,154
1104,10062090607,300
1105,10064090012,2600
1106,10062090619,260
1107,10063030003,1650
1108,10063091002,600
1109,10063099010,37980
1110,15119036000,5040
1111,15119036000,1680
1112,10063040001,4100
1113,10063040001,5500
1114,10063040001,12400
1115,10063040001,20000
1116,10063099012,624000
1117,10062090613,2270
1118,10063040001,16685
1119,10063030003,212
1120,10063040001,25
1121,10063099012,20
1122,10063030003,20
1123,10063099001,20
1124,10064090005,20
1125,10063091001,60
1126,10063091001,2
1127,10063040001,2
1128,10063040001,5000
1129,10063040001,5250
1130,10063040001,2000
1131,10063030003,1000
1132,10063030003,6250
1133,10063030003,500
1134,10063040001,12000
1135,10063040001,2000
1136,10063040001,17000
1137,10063030003,1000
1138,10063030003,5000
1139,10063099001,5000
1140,10063030003,840
1141,10063030003,100
1142,10051000000,8
1143,10063099001,2000
1144,10063099001,2500
1145,10063099001,1660
1146,10063040001,3420
1147,10063040001,750
1148,10063040001,30
1149,10063099001,30
1150,10063099010,20
1151,10063099012,20
1152,10063091002,30
1153,10064090006,10
1154,10063099012,4
1155,10063040001,4
1156,10063099001,4
1157,10063099010,4
1158,10063099012,4
1159,10063091002,4
1160,10064090006,4
1161,10062090010,4
1162,10063099018,4
1163,10051000000,18
1164,10063040001,33
1165,10063099001,5
1166,10063091002,8
1167,10062090619,4
1168,10063099010,9
1169,10063099012,3
1170,10063099018,2
1171,10064090003,3
1172,10064090005,2
1173,10064090006,2
1174,10063099015,1
1175,10063030003,4
1176,10062010001,1
1177,10062090613,3
1178,10062090606,1
1179,10063040001,62583
1180,10063040001,9988
1181,10063040001,10068
1182,10063040001,74638
1183,10063040500,58500
1184,10063040001,4350
1185,10063040001,2640
1186,10063040001,5450
1187,10063099001,18972
1188,10063040001,36960
1189,10063099010,14000
1190,10063099010,42000
1191,10063099010,42000
1192,10063099010,14000
1193,10062090600,500000
1194,10062090607,100
1195,10062090604,200
1196,10062010001,365
1197,10062090604,200
1198,10062090604,600
1199,10063040001,100
1200,10063099001,18972
1201,10063099001,18144
1202,10063099001,19935
1203,10063099001,18144
1204,10063040001,16950
1205,10063040001,8000
1206,10063040001,5040
1207,10063099014,238
1208,10062010515,166
1209,10062090614,250
1210,10063040515,278
1211,10063099603,258
1212,10062090018,630
1213,10062090612,630
1214,10063099015,630
1215,10063099001,40000
1216,10063099012,520000
1217,10063099001,230
1218,10063099001,200
1219,10063030003,100
1220,10063030003,300
1221,10063099001,480
1222,10063099001,120
1223,10063040001,1075
1224,10063040001,2288
1225,10063040001,2288
1226,10063040001,2288
1227,10063040001,150
1228,10063099001,425
1229,10063099001,3480
1230,10063040001,1080
1231,10063099001,3050
1232,10063040001,7200
1233,10063099001,3050
1234,10063099001,3050
1235,10063040001,2288
1236,10063040001,1080
1237,10063040001,1080
1238,10063099001,1000
1239,10063040001,6840
1240,10063040001,2610
1241,10063040001,2590
1242,10063040001,1080
1243,10063040001,1080
1244,10063040001,1080
1245,10063040001,7200
1246,10063040001,3700
1247,10063040001,2610
1248,10063040001,960
1249,10063040001,250
1250,10063030003,50
1251,10063030003,210
1252,10063030003,1760
1253,10064090004,1101
1254,10063030003,440
1255,10063030003,280
1256,10063030003,490
1257,10063099012,800
1258,10063099012,192
1259,10063099012,384
1260,10063099012,156
1261,10063099012,160
1262,10063099001,1512
1263,10063099013,800
1264,10063099012,500
1265,10063099012,2100
1266,10063099001,1512
1267,10063040001,900
1268,10063099012,1550
1269,10063099012,1040
1270,10063099012,288
1271,10063040001,1400
1272,10063099012,720
1273,10063099012,500
1274,10063099012,288
1275,10063099012,126
1276,10063099001,225
1277,10063099013,1833
1278,10063099001,1799
1279,10064090003,200
1280,10064090003,80
1281,10064090003,130
1282,10063040001,200
1283,10063040001,50
1284,10063040001,250
1285,10063030003,50
1286,10063040001,200
1287,15119036000,1300
1288,10063099012,260000
1289,10063040001,400
1290,10063040001,700
1291,15119039000,50
1292,15119039000,50
1293,10063099001,850
1294,10063030003,300
1295,10063030003,200
1296,10063040001,50
1297,10063040001,200
1298,10063099001,350
1299,10062090607,180
1300,10063040001,2000
1301,10063040001,1000
1302,10063040001,620
1303,10063099012,1500
1304,15119032000,20
1305,10062090001,2
1306,15119032000,50
1307,10064090003,600
1308,10062090612,10
1309,10062010001,10
1310,10063040001,35
1311,10064090005,25
1312,10063030003,135
1313,10063030003,1270
1314,10063099001,2300
1315,10063040001,800
1316,10063040001,2000
1317,10063040001,7500
1318,10063040001,6000
1319,10063040001,5112
1320,10063040001,800
1321,10063040001,2000
1322,10063040001,7500
1323,10063040001,6000
1324,10063040001,5112
1325,10063040001,15563
1326,10062010001,300
1327,10063030003,50
1328,10063030003,60
1329,10063030003,80
1330,10063030003,60
1331,15119036000,2000
1332,15119036000,5400
1333,15119036000,11760
1334,15119036000,6000
1335,15119036000,2000
1336,15119036000,5340
1337,15119036000,6000
1338,10063040001,15840
1339,10063040001,4900
1340,10063040001,1840
1341,10063040001,4300
1342,10063040001,1040
1343,10063040001,3375
1344,10063040001,899
1345,10063040001,1800
1346,10063099012,10400
1347,10063099012,10400
1348,15119049000,55
1349,10063040001,840
1350,10063040001,650
1351,10063040001,650
1352,10063099010,2590
1353,10062090010,17208
1354,10063099001,14149
1355,10063099012,17208
1356,10063099001,13163
1357,10063040001,17110
1358,10063040001,18285
1359,10063040001,17110
1360,10063040001,17179
1361,10063099001,1920
1362,10063099001,3135
1363,10063099001,11319
1364,10063099010,2590
1365,10063040001,34219
1366,10063040001,1400
1367,10063099001,17670
1368,10063040001,17110
1369,10063099001,70679
1370,10063099001,17670
1371,10063099001,34359
1372,10063099001,14149
1373,10063040001,17110
1374,10063040001,7627
1375,10063040001,12349
1376,10063099013,4760
1377,10064090006,33000
1378,10063040001,500
1379,10063040001,370
1380,10063040001,600
1381,10062090612,150
1382,10062010005,300
1383,10064090501,40000
1384,10063040001,640
1385,10063040001,1760
1386,10063040001,8750
1387,10062090018,40000
1388,10063040001,150
1389,10064090005,20
1390,10063040001,2665
1391,10063091001,40000
1392,10062090011,40000
1393,10063099001,19386
1394,10063099012,40000
1395,10063040500,19500
1396,10063030003,460
1397,10064090003,560
1398,10063030003,2000
1399,10063040006,2500
1400,10063040006,205
1401,10063030003,2000
1402,10063030003,1500
1403,15119049000,5
1404,10063099090,1
1405,10063099090,1
1406,10063099090,1
1407,10063099090,1
1408,10063099090,1
1409,10063099090,1
1410,10063099090,1
1411,10063099090,1
1412,10063099090,1
1413,10063099090,1
1414,10063099090,1
1415,10063099090,1
1416,10063099090,1
1417,10063099090,1
1418,10063099090,1
1419,10063040001,200
1420,10051000000,550
1421,10063091002,600
1422,10063099012,400
1423,10063040001,56
1424,10063040001,80
1425,10063099012,10400
